ANO,CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU,TOTALU_COM_COMPAT
2019,019251,EMEF,CASARAO,CL,CAMPO LIMPO,CAMPO LIMPO,,RUA MAJOR JOSÉ MARIOTO FERREIRA,101,PARAISÓPOLIS,05662020,37499133,35071974,,Ativa,83,VILA ANDRADE,8302,0282376,35282376,162200000800000,,2D,MTN,-23613154,-46723022,DIR,30/6/2019,15,366,367
2019,019239,EMEI,"MAURO BAPTISTA, PE.",CL,CAMPO LIMPO,CAMPO LIMPO,,RUA CATARINENSES,20,VILA ANDRADE,05728050,35013252,35012505,,Ativa,83,VILA ANDRADE,8301,0278932,35278932,162200000750000,VILA ANDRADE,2D,MT,-23632043,-46741353,DIR,30/6/2019,14,421,423
2019,019275,EMEF,FRANCISCO REBOLO,CL,CAMPO LIMPO,CAMPO LIMPO,,RUA CATARINENSES,200,VILA ANDRADE,05728050,37442024,,,Ativa,83,VILA ANDRADE,8301,0233961,35233961,162200000760000,JARDIM INGA,2D,MT,-23632419,-46741162,DIR,30/6/2019,27,722,735
2019,019384,CEU EMEF,PARAISOPOLIS,CL,CAMPO LIMPO,CAMPO LIMPO,PARAISOPOLIS,RUA DOUTOR JOSÉ AUGUSTO DE SOUZA E SILVA,S/N,JARDIM PARQUE MORUMBI,05712040,37471966,37471963,,Ativa,83,VILA ANDRADE,8302,0413012,35413012,162200001810200,,2D,MT,-23622254,-46727379,DIR,30/6/2019,40,1270,1284
2019,019340,EMEI,ROBERTO BURLE MARX,CL,CAMPO LIMPO,CAMPO LIMPO,,RUA IRAPARÁ,150,PARAÍSO DO MORUMBI,05706300,37421007,37425673,,Ativa,83,VILA ANDRADE,8302,0299873,35299873,162200001410000,PARAISOPOLIS I,2D,MT,-23622513,-46725040,DIR,30/6/2019,16,496,497
2019,019375,CEU EMEI,PARAISOPOLIS,CL,CAMPO LIMPO,CAMPO LIMPO,PARAISOPOLIS,RUA DOUTOR JOSÉ AUGUSTO DE SOUZA E SILVA,S/N,JARDIM PARQUE MORUMBI,05712040,37471969,37471968,,Ativa,83,VILA ANDRADE,8302,0413008,35413008,162200001810300,,2D,MT,-23622254,-46727379,DIR,30/6/2019,16,528,531
2019,019466,EMEF,PERIMETRAL,CL,CAMPO LIMPO,CAMPO LIMPO,,AVENIDA HEBE CAMARGO,299,PARQUE DO MORUMBI,05707410,37429505,37423573,,Ativa,83,VILA ANDRADE,8302,0446865,35446865,162200001520000,,2D,MT,-23621523,-46729310,DIR,30/6/2019,20,619,632
2019,019532,CEMEI,IRAPARA,CL,CAMPO LIMPO,CAMPO LIMPO,,RUA IRAPARÁ,160,PARAÍSO DO MORUMBI,05706300,35076533,35076332,,Ativa,83,VILA ANDRADE,8302,0004077,35004077,162200000070000,,2D,MTG,-23622037,-46724527,DIR,30/6/2019,18,278,284
2019,019515,EMEI,PERIMETRAL I,CL,CAMPO LIMPO,CAMPO LIMPO,,RUA DA INDEPENDÊNCIA,701,PARAISÓPOLIS,05664015,35012726,35012595,,Ativa,83,VILA ANDRADE,8302,0578344,35578344,162200001690000,,2D,MT,-23620785,-46724068,DIR,30/6/2019,18,582,587
2019,307398,CR.P.CONV,ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI,CL,CAMPO LIMPO,CAMPO LIMPO,,RUA JOSÉ PEDRO DE CARVALHO LIMA,333,JARDIM PARQUE MORUMBI,05712080,35014659,973598523,,Ativa,83,VILA ANDRADE,8302,0445885,35445885,,ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV-,2D,G,-23621731,-46729370,CON,30/6/2019,36,478,478
2019,307381,CR.P.CONV,SER FELIZ II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ANÍSIO DA SILVEIRA MACHADO,137,JARDIM ROBRU,08150140,21530914,,,Ativa,84,VILA CURUCA,8406,0445373,35445373,,,2D,G,-23516931,-46415355,CON,30/6/2019,9,107,107
2019,307212,CR.P.CONV,CRESCER E APRENDER,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOSÉ AUGUSTO ESCOBAR,180,JARDIM SANTO ELIAS SAO MIGUEL,08022290,20252042,,,Ativa,84,VILA CURUCA,8410,0441193,35441193,,,2D,G,-23492938,-46426651,CON,30/6/2019,6,69,69
2019,307733,CR.P.CONV,BRISA DA MANHA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA NOITIBÓ,383,VILA NOVA CURUCA,08031150,25126976,,,Ativa,84,VILA CURUCA,8402,0466712,35466712,,,2D,G,-23519785,-46418835,CON,30/6/2019,9,117,117
2019,308020,CR.P.CONV,VOVO EFIGENIA,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA FLAMINGO,1521,VILA NOVA CURUCA,08031000,25116319,,,Ativa,84,VILA CURUCA,8402,0499407,35499407,,,2D,G,-23521311,-46418116,CON,30/6/2019,11,115,115
2019,308094,CR.P.CONV,CANTINHO DO TIO ESTEVAM,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA INÁCIO DE SOUSA FERREIRA,91,JARDIM BARTIRA,08151580,20161290,,,Ativa,84,VILA CURUCA,8407,0563648,35563648,,,2D,G,-23511463,-46403652,CON,30/6/2019,13,195,195
2019,308117,CR.P.CONV,VO ESTER,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA RAIMUNDO DE PAULO FREITAS,187,JARDIM ROBRU,08150260,23620224,,,Ativa,84,VILA CURUCA,8406,0564345,35564345,,,2D,G,-23521557,-46414087,CON,30/6/2019,7,85,85
2019,308169,CR.P.CONV,AMOR ETERNO,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA JOSÉ DE MORAES CABRAL,347,JARDIM JARAGUA ITAIM PAULISTA,08160200,25148973,25148975,,Ativa,84,VILA CURUCA,8407,0569434,35569434,,,2D,G,-23506731,-46408309,CON,30/6/2019,6,66,66
2019,308339,CR.P.CONV,MUNDO DA ALEGRIA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOSÉ ELIAS DE ALMEIDA,619,JARDIM ROBRU,08150230,308339,,,Ativa,84,VILA CURUCA,8406,0577728,35577728,,,2D,G,-23520443,-46414758,CON,30/6/2019,10,111,111
2019,308340,CR.P.CONV,MUNDO DOS SONHOS,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ARICANGA,1514,JARDIM SILVA TELES,08160000,308340,,,Ativa,84,VILA CURUCA,8404,0577736,35577736,,,2D,G,-23508127,-46411510,CON,30/6/2019,8,98,98
2019,308345,CR.P.CONV,CRIANCA NOSSO BEM MAIOR,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA RAIMUNDO DE PAULO FREITAS,111,JARDIM ROBRU,08150260,20352142,,,Ativa,84,VILA CURUCA,8406,0577789,35577789,,,2D,G,-23521565,-46413461,CON,30/6/2019,16,167,167
2019,308342,CR.P.CONV,INFANCIA FELIZ III,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA ÁLVARO DOS SANTOS MATTOS,32,PARQUE SANTA RITA,08161510,43711263,,,Ativa,84,VILA CURUCA,8406,0577741,35577741,,,2D,G,-23512318,-46411808,CON,30/6/2019,7,93,93
2019,308365,CR.P.CONV,EDUCARTE,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ÁRVORE DE UMBELA,268,JARDIM HELOISA,08161450,26093341,,,Ativa,84,VILA CURUCA,8404,0578010,35578010,,,2D,G,-23508226,-46414628,CON,30/6/2019,14,143,143
2019,306361,CR.P.CONV,"IZABEL CANORI MORA, BEM AVENTURADA",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DONATO VESSECHI,168,VILA CURUCA,08030470,25117133,,,Ativa,84,VILA CURUCA,8403,0181833,35181833,,,2D,G,-23503770,-46424018,CON,30/6/2019,5,66,66
2019,306652,CR.P.CONV,"CURUCA, CRECHE PRE ESC",MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA NORDESTINA,3370,VILA NOVA CURUCA,08032000,20353516,,,Ativa,84,VILA CURUCA,8401,0268124,35268124,,,2D,G,-23511583,-46428793,CON,30/6/2019,16,258,258
2019,306742,CR.P.CONV,CARROSSEL ENCANTADO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA AVINHADO,390,VILA NOVA CURUCA,08032320,25136961,,,Ativa,84,VILA CURUCA,8401,0295231,35295231,,,2D,G,-23517219,-46424934,CON,30/6/2019,10,114,114
2019,306743,CR.P.CONV,PARAISO INFANTIL,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GAROPA,584,VILA CURUCA,08030410,20359558,,,Ativa,84,VILA CURUCA,8403,0295224,35295224,,,2D,G,-23505486,-46422956,CON,30/6/2019,9,95,95
2019,306853,CR.P.CONV,PEQUENO ANJO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOÃO CORREIA DE MAGALHÃES,33,PARQUE DOM JOÃO NERI,08151260,2638-6659,,,Ativa,84,VILA CURUCA,8408,0350000,35350000,,AMIGOS DA CIDADE I,2D,G,-23523114,-46406089,CON,30/6/2019,9,100,100
2019,306850,CR.P.CONV,VISAO EDUCATIVA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DONATO VESSECHI,21,VILA CURUCA,08030470,,,25698432,Ativa,84,VILA CURUCA,8403,0347309,35347309,,,2D,G,-23503019,-46425108,CON,30/6/2019,5,61,61
2019,306836,CR.P.CONV,ESPACO FELIZ,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA MATEUS BARBOSA DE REZENDE,235,PARQUE SANTA RITA,08161530,34734563,,,Ativa,84,VILA CURUCA,8406,0342105,35342105,,AMOR PERFEITO,2D,G,-23510669,-46415137,CON,30/6/2019,5,62,62
2019,307166,CR.P.CONV,BRANCA DE NEVE,MP,SAO MIGUEL,ITAIM PAULISTA,,ESTRADA DOM JOÃO NERY,2935,JARDIM BARTIRA,08151000,20253117,,,Ativa,84,VILA CURUCA,8408,0438236,35438236,,,2D,G,-23518260,-46401026,CON,30/6/2019,10,108,108
2019,307089,CR.P.CONV,SER FELIZ III,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GRAPIRÁ,246,VILA CURUCA,08030190,27376481,,,Ativa,84,VILA CURUCA,8403,0431515,35431515,,REINO DOS PEQUENINOS,2D,G,-23497394,-46418947,CON,30/6/2019,9,119,119
2019,099651,EMEF,JOSE HONORIO RODRIGUES,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DO POMBO CORREIO,50,ITAIM PAULISTA,08160142,25620150,25674803,25620150,Ativa,84,VILA CURUCA,8404,0098772,35098772,163300001000000,JARDIM MIRAGAIA II,2D,MT,-23497408,-46417086,DIR,30/6/2019,17,469,469
2019,019529,EMEF,JARDIM SILVA TELES,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA FRED ASTAIRE,164,JARDIM SILVA TELES,08160475,25666137,25665653,,Ativa,84,VILA CURUCA,8405,0587679,35587679,163300001320000,,2D,MTG,-23501273,-46407752,DIR,30/6/2019,14,374,374
2019,019503,EMEF,JARDIM BARTIRA,MP,SAO MIGUEL,ITAIM PAULISTA,,ESTRADA DOM JOÃO NERY,2404,VILA LOURDES,08452340,25618190,25714432,,Ativa,84,VILA CURUCA,8407,0560431,35560431,163300001260000,,2D,MT,-23513610,-46405272,DIR,30/6/2019,24,702,702
2019,019489,EMEI,PARQUE SANTA RITA I,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA FERNANDO FIGUEIREDO LINS,S/N,PARQUE SANTA RITA,08150040,20358153,,,Ativa,84,VILA CURUCA,8406,0481932,35481932,163300001240000,,2D,MT,-23508659,-46416576,DIR,30/6/2019,16,522,531
2019,019400,EMEF,DAMA ENTRE RIOS VERDES,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA FERNANDO FIGUEIREDO LINS,194,PARQUE SANTA RITA,08150040,20161357,20161371,,Ativa,84,VILA CURUCA,8406,0400075,35400075,163300001090000,,2D,MT,-23510564,-46417307,DIR,30/6/2019,29,867,867
2019,019426,EMEF,"MARISA MORETTI CAMARA, PROFA.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA AMPARO DA SERRA,196,PARQUE DOM JOÃO NERI,08151300,25117935,,25117935,Ativa,84,VILA CURUCA,8408,0408608,35408608,163300001140000,CDHU VILA CONCEICAO,2D,MT,-23524437,-46404902,DIR,30/6/2019,26,803,803
2019,019278,CEU EMEF,VILA CURUCA,MP,SAO MIGUEL,ITAIM PAULISTA,VILA CURUCA,AVENIDA MARECHAL TITO,3452,ITAIM PAULISTA,08115000,25636112,25636116,25636113,Ativa,84,VILA CURUCA,8404,0058212,35058212,163300001350200,,2D,MTN,-23495114,-46412307,DIR,30/6/2019,34,1122,1122
2019,019297,CEU EMEI,"APPARECIDO DOMINGUES, PROF.",MP,SAO MIGUEL,ITAIM PAULISTA,VILA CURUCA,AVENIDA MARECHAL TITO,3400,ITAIM PAULISTA,08115000,25636122,25636129,25636132,Ativa,84,VILA CURUCA,8404,0058257,35058257,163300001350300,VILA CURUCA,2D,MT,-23495583,-46412269,DIR,30/6/2019,18,615,627
2019,010049,EMEF,"CHICO FALCONI, PE.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA BRILHO DO SOL,96,JARDIM BARTIRA,08152110,25615022,,,Ativa,84,VILA CURUCA,8407,0068676,35068676,163300000860000,,2D,MT,-23513925,-46403226,DIR,30/6/2019,29,844,845
2019,013218,EMEI,SEVERINO DO RAMO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA FRANCISCO MONTEIRO TAVARES,235,JARDIM ROBRU,08150190,20351871,25147465,,Ativa,84,VILA CURUCA,8406,0075395,35075395,163300000990000,,2D,MT,-23519769,-46412062,DIR,30/6/2019,18,600,600
2019,012246,EMEI,"FAUSTO RIBEIRO DA SILVA FILHO, DR.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ALEXANDRE DIAS NOGUEIRA,365,VILA NOVA CURUCA,08031240,20352297,25147473,,Ativa,84,VILA CURUCA,8402,0078761,35078761,163300000850000,,2D,MT,-23513386,-46421116,DIR,30/6/2019,16,534,538
2019,013692,EMEI,"DORACIL DINA BENICIO, PROFA.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA BIG BOYS,365,JARDIM BARTIRA,08152100,25676570,25618038,,Ativa,84,VILA CURUCA,8407,0074755,35074755,163300000820000,CONJ. HABITACIONAL NAZARE,2D,MT,-23512918,-46403292,DIR,30/6/2019,16,560,560
2019,015440,EMEF,EUZEBIO ROCHA FILHO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA AMPARO DA SERRA,S/N,PARQUE DOM JOÃO NERI,08151300,20351789,,,Ativa,84,VILA CURUCA,8408,0200037,35200037,163300000890000,VILA CONCEICAO,2D,MTN,-23525042,-46405384,DIR,30/6/2019,28,820,820
2019,093777,EMEF,"FERNANDO DE AZEVEDO, PROF.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA TAPERA,415,VILA NOVA CURUCA,08032450,20351648,25147430,,Ativa,84,VILA CURUCA,8401,0055256,35055256,163300000920000,,2D,MTG,-23520468,-46421941,DIR,30/6/2019,26,758,760
2019,093823,EMEF,HENRIQUE FELIPE DA COSTA - HENRICAO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PATAJUBA,18,JARDIM CAMPOS,08160090,20354244,20340584,20352612,Ativa,84,VILA CURUCA,8407,0085558,35085558,163300000950000,JARDIM CAMPOS,2D,MT,-23509551,-46408800,DIR,30/6/2019,28,836,837
2019,093831,EMEF,ANTONIA E ARTUR BEGBIE,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ILHA DE MARUI,100,JARDIM CAMPOS,08151710,25147513,20353844,,Ativa,84,VILA CURUCA,8407,0055585,35055585,163300000830000,JARDIM CAMPOS,2D,MTN,-23509683,-46406470,DIR,30/6/2019,38,1167,1169
2019,093840,EMEF,"NEWTON REIS, GEN.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOSE ALEXANDRE MACHADO,22,JARDIM SILVA TELES,08160460,25617361,,25672426,Ativa,84,VILA CURUCA,8405,0055645,35055645,163300001040000,,2D,MT,-23497117,-46409978,DIR,30/6/2019,37,1142,1145
2019,093858,EMEF,"MARIA IMILDA DO SANTISSIMO SACRAMENTO, ME.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GENDIROBA,210,JARDIM MIRAGAIA,08022080,25865251,25845448,,Ativa,84,VILA CURUCA,8403,0055670,35055670,163300001020000,ESCOLAS AGRUPADAS DE VILA CURUCA,2D,MT,-23496329,-46418970,DIR,30/6/2019,28,850,852
2019,091243,EMEI,LEILA DINIZ,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PEROBAROSA,13,JARDIM MIRAGAIA,08161310,20353633,25138253,,Ativa,84,VILA CURUCA,8404,0092678,35092678,163300000940000,JARDIM MIRAGAIA,2D,G,-23504132,-46416622,DIR,30/6/2019,8,241,245
2019,091146,EMEI,GRACILIANO RAMOS,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GUIRAPA,478,VILA CURUCA,08030290,20354949,,25147440,Ativa,84,VILA CURUCA,8403,0052991,35052991,163300000880000,VILA CURUCA - EMEI 83,2D,MT,-23501325,-46421940,DIR,30/6/2019,10,307,308
2019,091171,EMEI,LUIZA HELENA DE BARROS,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PATAJUBA,8,JARDIM CAMPOS,08160090,20353777,25147461,20353777,Ativa,84,VILA CURUCA,8407,0087166,35087166,163300000970000,JARDIM CAMPOS,2D,MT,-23510001,-46408964,DIR,30/6/2019,10,340,342
2019,091189,EMEI,JOSE DE ALENCAR,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ALICIO CLARA SIMEAO,251,JARDIM SILVA TELES,08160580,25613788,,,Ativa,84,VILA CURUCA,8405,0052966,35052966,163300000910000,,2D,MT,-23497735,-46409710,DIR,30/6/2019,14,395,405
2019,700029,CEU AT COM,VILA CURUCA - IRENE RAMALHO,MP,SAO MIGUEL,ITAIM PAULISTA,VILA CURUCA,AVENIDA MARECHAL TITO,3452,ITAIM PAULISTA,08115000,25636150,,,Ativa,84,VILA CURUCA,8404,0455830,35455830,,,,,-23495583,-46412269,DIR,30/6/2019,0,0,0
2019,501432,MOVA,RAIOS DE LUZ UNID II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JEAN LACOME,100,JARDIM QUISISANA VILA NOVA CURUCA,08150586,,,,Ativa,84,VILA CURUCA,8408,,,,RAIOS DE SOL UNID II,2D,TN,-23667213,-46737949,CON,30/6/2019,2,55,
2019,501528,MOVA,ASS TRES IRMAOS,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GUARAPIRANGA,273,VILA SIMONE,08160410,,,,Ativa,84,VILA CURUCA,8405,,,,,2D,TN,-23502893,-46408617,CON,30/6/2019,2,47,
2019,600024,ESP CONV,INSTITUTO SEVERINO FABRIANI PARA CRIANCAS SURDAS,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ODILON CHAVES,39,JARDIM NAZARETH,08150560,,,,Ativa,84,VILA CURUCA,8407,,,,INSTITUTO SEVERINO FABRIANI PARA CRIANCAS SUR,2D,MT,-23515408,-46407644,CON,30/6/2019,9,67,
2019,501302,MOVA,CETEAC CENT EST TRAB EDUC ART CULT UNID IX MP,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA PEDRO MEIRA,S/N,VILA CURUCA,08030500,,,,Ativa,84,VILA CURUCA,8403,,,,,2D,N,-23506077,-46421186,CON,30/6/2019,1,20,
2019,309114,CR.P.CONV,VIVER E CRESCER,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA LAGOA DOURADA,1,JARDIM BARTIRA,08151460,,,,Ativa,84,VILA CURUCA,8407,0005507,35005507,,,2D,G,-23512173,-46405253,CON,30/6/2019,10,110,110
2019,309136,CR.P.CONV,RECANTO DOS PEQUENINOS II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JABIRU,202,PARQUE GUAIANAZES,08431430,23073883,,,Ativa,84,VILA CURUCA,8403,0005542,35005542,,,2D,G,-23515196,-46419387,CON,30/6/2019,10,79,80
2019,400037,CEI DIRET,CURUCA VELHA,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GRAPIRÁ,10,VILA CURUCA,08030190,25845278,,,Ativa,84,VILA CURUCA,8403,0237152,35237152,163300000870000,,2D,G,-23498234,-46418642,DIR,30/6/2019,11,115,116
2019,400013,CEI DIRET,"ARTURO DE ANGELIS, MAESTRO",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA SANTO ANTONIO DE ENTRE RIOS,25,JARDIM CAROLINA,08151400,25661980,,25661980,Ativa,84,VILA CURUCA,8407,0237188,35237188,163300000840000,JARDIM CAROLINA,2D,MTG,-23513912,-46407809,DIR,30/6/2019,10,126,131
2019,400068,CEI DIRET,JARDIM CAMPOS,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ILHA DE MARUÍ,32,JARDIM CAMPOS,08151710,25140683,,,Ativa,84,VILA CURUCA,8407,0237292,35237292,163300000930000,,2D,G,-23509409,-46405627,DIR,30/6/2019,11,113,114
2019,400115,CEI DIRET,"ILDEFRANCA, IRMA",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PEDRO GERALDO NASCIMENTO,42,JD ROBRU,08150280,25110244,,25110244,Ativa,84,VILA CURUCA,8406,0237061,35237061,163300000900000,IRMA ILDEFRANCA,2D,G,-23524344,-46410704,DIR,30/6/2019,11,118,118
2019,400104,CEI DIRET,JARDIM NAZARE,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOSE FELIPE AMARAL,45,JARDIM NAZARETH,08151320,25118905,,,Ativa,84,VILA CURUCA,8408,0237059,35237059,163300000960000,,2D,G,-23517697,-46404275,DIR,30/6/2019,11,130,130
2019,400185,CEI DIRET,NAZARE,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA DOS MASSEIROS,140,JARDIM BARTIRA,08152060,25722622,,,Ativa,84,VILA CURUCA,8407,0237073,35237073,163300001030000,,2D,G,-23513075,-46407595,DIR,30/6/2019,9,120,121
2019,400168,CEI DIRET,"LIBERO ANCONA LOPES, VER.",MP,SAO MIGUEL,ITAIM PAULISTA,,RUA BENEDITO RAPOSO,13,VILA NOVA CURUCA,08031070,20351638,,,Ativa,84,VILA CURUCA,8402,0237048,35237048,163300001010000,AGUAS VERMELHAS,2D,G,-23519764,-46416578,DIR,30/6/2019,13,137,140
2019,400134,CEI DIRET,JARDIM SILVA TELLES,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JOSÉ ALEXANDRE MACHADO,587,JARDIM SILVA TELES,08160460,25611647,,25611647,Ativa,84,VILA CURUCA,8405,0237309,35237309,163300000980000,,2D,G,-23500532,-46408722,DIR,30/6/2019,9,114,114
2019,308396,CR.P.CONV,REFERENCIAL,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA JOÃO BATISTA SANTIAGO,239,PARQUE SANTA RITA,08150030,34430254,,,Ativa,84,VILA CURUCA,8406,0578927,35578927,,,2D,G,-23520668,-46411393,CON,30/6/2019,8,105,105
2019,308623,CR.P.CONV,AVIVAH,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA AMAPORÃ,85,JARDIM CAMPOS,08160130,34678905,34674282,,Ativa,84,VILA CURUCA,8407,0585555,35585555,,,2D,G,-23507645,-46410727,CON,30/6/2019,9,120,120
2019,308531,CR.P.CONV,ANJO CAMAEL,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA FOLHA DOURADA,5,JARDIM MIRAGAIA,08161060,34430481,,,Ativa,84,VILA CURUCA,8404,0584381,35584381,,,2D,G,-23494636,-46416713,CON,30/6/2019,5,59,60
2019,308606,CR.P.CONV,ALPS JARDIM ROBRU,MP,SAO MIGUEL,ITAIM PAULISTA,,AVENIDA TEODORO BERNARDO DO NASCIMENTO,75,JARDIM ROBRU,08150000,23089454,,,Ativa,84,VILA CURUCA,8406,0584034,35584034,,,2D,G,-23526933,-46408492,CON,30/6/2019,8,108,108
2019,400813,CEI INDIR,JORGE JONES,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA JORGE JONES,380,VILA CURUCA,08030720,25142531,,,Ativa,84,VILA CURUCA,8403,0004015,35004015,,,2D,G,-23505959,-46421227,CON,30/6/2019,17,216,217
2019,400817,CEI INDIR,ORMINDA PINTO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ORMINDA PINTO,275,VILA CONCEICAO,08151200,400817,,,Ativa,84,VILA CURUCA,8408,0004130,35004130,,,2D,G,-23526233,-46404057,CON,30/6/2019,15,176,176
2019,500404,MOVA,ASS VOLUNTARIOS DO BRASIL UNID I MP,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA TACHA,129,VILA NOVA CURUCA,08032330,61351648,,,Ativa,84,VILA CURUCA,8401,,,,ASS VOLUNTARIOS DO BRASIL UNID I IT,2D,N,-23516173,-46425086,CON,30/6/2019,1,25,
2019,500405,MOVA,CONSELHO COM ED DISTRITO CURUCA E GDE LESTE UNID I IT,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA PEDRO MEIRA,500,VILA CURUCA,08030500,62973046,65464360,,Ativa,84,VILA CURUCA,8403,,,,CONSELHO COM ED DISTRITO CURUCA E GDE LESTE U,2D,V,-23506817,-46421538,CON,30/6/2019,2,34,
2019,500381,MOVA,ASS COOP FAMILIAS CARENTES JD SENICE UNID II IT,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GERONIMO BARBOSA DA SILVA,140,JARDIM NAZARETH,08150590,61358322,,,Ativa,84,VILA CURUCA,8407,,,,ASS COOP FAMILIAS CARENTES JD SENICE UNID II,2D,TN,-23518154,-46404056,CON,30/6/2019,6,137,
2019,400791,CEI INDIR,NOVO CRUZEIRO,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA NOVO CRUZEIRO,391,JARDIM ROBRU,08441060,20353080,,,Ativa,84,VILA CURUCA,8408,0495451,35495451,163300001300000,NOVA CRUZEIRO,2D,G,-23527284,-46406216,CON,30/6/2019,16,169,171
2019,400619,CEI INDIR,ESPACO VIDA CRIATIVA II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA ANGUERETA,99,PARQUE DOM JOAO NERI,08151270,25139504,,,Ativa,84,VILA CURUCA,8408,0307968,35307968,,DANIEL COMBONI II,2D,G,-23521790,-46405063,CON,30/6/2019,14,160,160
2019,400644,CEI INDIR,CENTRO SOCIAL MARISTA ROBRU,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA AREADO,80,JARDIM ROBRU,08150210,25148261,,,Ativa,84,VILA CURUCA,8406,0310712,35310712,,MARISTA SAO MARCELINO CHAMPAGNAT,2D,G,-23519403,-46412058,CON,30/6/2019,17,229,229
2019,400550,CEI DIRET,VILA CURUCA II,MP,SAO MIGUEL,ITAIM PAULISTA,,RUA GEORGINA DINIZ BRAGHIROLI,350,VILA CURUCA,08031560,25150032,,,Ativa,84,VILA CURUCA,8402,0121460,35121460,163300001060000,,2D,G,-23508667,-46426749,DIR,30/6/2019,6,71,71
2019,400528,CEU CEI,"ANA LUCIA DE HOLANDA GAMBOA, PROFA.",MP,SAO MIGUEL,ITAIM PAULISTA,VILA CURUCA,AVENIDA MARECHAL TITO,3400,ITAIM PAULISTA,08115000,25636127,25636123,,Ativa,84,VILA CURUCA,8404,0058440,35058440,163300001350100,VILA CURUCA,2D,G,-23495583,-46412269,DIR,30/6/2019,20,226,226
